Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2002,N,2002,GB_XPD_RSDV,PT,0.34
2008,N,2008,GB_XPD_RSDV,PT,0.43
2016,N,2016,GB_XPD_RSDV,PT,0.33
