Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2018,N,2018,SH_H2O_SAFE,PT,0.0
2017,N,2017,SH_H2O_SAFE,PT,93.82
2016,N,2016,SH_H2O_SAFE,PT,93.84
2015,N,2015,SH_H2O_SAFE,PT,93.87
2014,N,2014,SH_H2O_SAFE,PT,93.9
