Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,GR_G14_GDP,PT,28.57
2015,N,2015,GR_G14_GDP,PT,25.51
2016,N,2016,GR_G14_GDP,PT,25.76
2017,N,2017,GR_G14_GDP,PT,26.1
