Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2013,N,2013,VC_VAW_DIST,NUMBER,1.0
2014,N,2014,VC_VAW_DIST,NUMBER,0.22
2015,N,2015,VC_VAW_DIST,NUMBER,0.27
2016,N,2016,VC_VAW_DIST,NUMBER,0.36
2017,N,2017,VC_VAW_DIST,NUMBER,0.14
