Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,IT_USE_II99,NUMBER,46.2
2015,N,2015,IT_USE_II99,NUMBER,60.11
2016,N,2016,IT_USE_II99,NUMBER,62.3
2017,N,2017,IT_USE_II99,NUMBER,66.79
