Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,DC_FTA_TOTAL,RO,532.13
2015,N,2015,DC_FTA_TOTAL,RO,401.65
2016,N,2016,DC_FTA_TOTAL,RO,761.42
2017,N,2017,DC_FTA_TOTAL,RO,901.11
