Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2014,N,2014,DT_TDS_DECT,PT,7.01
2015,N,2015,DT_TDS_DECT,PT,12.78
2016,N,2016,DT_TDS_DECT,PT,15.1
2017,N,2017,DT_TDS_DECT,PT,9.8
