Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2010,N,2010,SI_POV_DAY1,PT,0.1
2008,N,2008,SI_POV_DAY1,PT,0.1
2006,N,2006,SI_POV_DAY1,PT,0.3
2002,N,2002,SI_POV_DAY1,PT,1.1
1997,N,1997,SI_POV_DAY1,PT,1.6
