Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2012,N,2012,SG_STT_CAPTY,NUMBER,1248530.39
2013,N,2013,SG_STT_CAPTY,NUMBER,3763110.5
2014,N,2014,SG_STT_CAPTY,NUMBER,167509.73
2015,N,2015,SG_STT_CAPTY,NUMBER,496318.72
2016,N,2016,SG_STT_CAPTY,NUMBER,741055.73
