Year,SEX,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2016,_T,N,2016,SE_TOT_PRFL,PT,95.35
2016,M,N,2016,SE_TOT_PRFL,PT,94.99
2016,F,N,2016,SE_TOT_PRFL,PT,95.72
2017,_T,N,2017,SE_TOT_PRFL,PT,93.27
2017,M,N,2017,SE_TOT_PRFL,PT,92.43
2017,F,N,2017,SE_TOT_PRFL,PT,94.14
2018,_T,N,2018,SE_TOT_PRFL,PT,94.7
2018,M,N,2018,SE_TOT_PRFL,PT,94.54
2018,F,N,2018,SE_TOT_PRFL,PT,94.87
