Year,SEX,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2016,_T,N,2016,SE_DEV_ONTRK,PH,31.61
2016,M,N,2016,SE_DEV_ONTRK,PH,32.11
2016,F,N,2016,SE_DEV_ONTRK,PH,31.08
2017,_T,N,2017,SE_DEV_ONTRK,PH,33.98
2017,M,N,2017,SE_DEV_ONTRK,PH,34.44
2017,F,N,2017,SE_DEV_ONTRK,PH,33.51
2018,_T,N,2018,SE_DEV_ONTRK,PH,36.52
2018,M,N,2018,SE_DEV_ONTRK,PH,37.08
2018,F,N,2018,SE_DEV_ONTRK,PH,35.96
