Year,SEX,SERIES,UNIT_MEASURE,REPORTING_TYPE,TIME_DETAIL,Value
2017,M,SP_LGL_LNDAGSEC,PT,N,2017,43.2
2017,F,SP_LGL_LNDAGSEC,PT,N,2017,3.0
2017,_T,SP_LGL_LNDAGSEC,PT,N,2017,24.1
2017,M,SP_GNP_WNOWNS,PT,N,2017,
2017,F,SP_GNP_WNOWNS,PT,N,2017,6.03
2017,_T,SP_GNP_WNOWNS,PT,N,2017,
