Year,Area,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2018,Area 1: overarching legal frameworks and public life,N,2018,SG_LGL_GENEQLFP,PT,45.45
2018,Area 2: violence against women,N,2018,SG_LGL_GENEQLFP,PT,33.33
2018,Area 3: employment and economic benefits,N,2018,SG_LGL_GENEQLFP,PT,20.0
2018,Area 4: marriage and family,N,2018,SG_LGL_GENEQLFP,PT,36.36
