Indicator,Disaggregation combinations using this value
#4-1-1,3
#4-1-2,3
#4-1-3,4
#4-1-4,3
#4-2-1,3
#4-2-2,3
#4-3-1,3
#4-3-3,2
#4-6-1,4
#5-7-1,2
#5-8-1,1
