Year,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,N,2015,GB_POP_SCIERD,NUMBER,255
2016,N,2016,GB_POP_SCIERD,NUMBER,599
2017,N,2017,GB_POP_SCIERD,NUMBER,601
